1609781679259	"2000"	"10"	"4"	"1209"	4	"1347"	22	"WN"	"1314"	98	"SMF"	"SAN"	480
1609781062200	"2000"	"5"	"11"	"1954"	-5	"2156"	9	"CO"	"1903"	122	"LGA"	"CLE"	418
1609781222874	"2000"	"8"	"12"	"1747"	2	"1951"	-7	"UA"	"123"	244	"ORD"	"LAX"	1745
1609781404050	"2000"	"2"	"16"	"1816"	1	"2046"	7	"US"	"1484"	150	"MCO"	"PHL"	861
1609781074213	"2000"	"7"	"24"	"658"	-2	"919"	6	"AA"	"2224"	141	"DFW"	"ORD"	802
1609781151793	"2000"	"11"	"8"	"925"	0	"1145"	10	"WN"	"138"	140	"CMH"	"TPA"	829
1609781561174	"2000"	"8"	"14"	"922"	2	"1143"	7	"AA"	"2193"	201	"PHL"	"DFW"	1302
1609781142284	"2000"	"4"	"11"	"2329"	185	"252"	167	"AA"	"694"	143	"DFW"	"RDU"	1062
1609781300951	"2000"	"3"	"12"	"1823"	-2	"2157"	-3	"NW"	"694"	154	"DFW"	"DTW"	987
1609781285437	"2000"	"5"	"13"	"152"	82	"746"	58	"CO"	"703"	234	"SEA"	"IAH"	1874
1609781613211	"2000"	"2"	"15"	"1146"	2	"1429"	35	"UA"	"477"	283	"ORD"	"SAN"	1723
1609781152795	"2000"	"3"	"22"	"914"	0	"1018"	-24	"UA"	"1247"	124	"DEN"	"LAX"	862
1609781009143	"2000"	"12"	"8"	"1232"	-2	"1437"	-8	"UA"	"1661"	185	"FLL"	"ORD"	1182
1609781652739	"2000"	"9"	"30"	"1737"	37	"2005"	25	"WN"	"2085"	268	"BWI"	"SLC"	1864
1609781138279	"2000"	"3"	"24"	"1007"	2	"1253"	11	"US"	"1286"	166	"TPA"	"LGA"	1011
1609781395543	"2000"	"6"	"26"	"1648"	-2	"1828"	6	"NW"	"1269"	160	"MSP"	"BZN"	874
1609781272923	"2000"	"7"	"26"	"1437"	161	"1702"	169	"UA"	"1923"	145	"ORD"	"DFW"	802
1609781114253	"2000"	"4"	"20"	"10"	215	"123"	217	"NW"	"461"	73	"MEM"	"GPT"	324
1609781121762	"2000"	"7"	"18"	"908"	-2	"1143"	-1	"US"	"1472"	95	"MEM"	"CLT"	512
1609781568179	"2000"	"6"	"14"	"2325"	165	"134"	147	"AA"	"597"	249	"ORD"	"LAX"	1745
1609780988119	"2000"	"8"	"23"	"1847"	2	"2122"	12	"CO"	"1271"	335	"EWR"	"LAS"	2227
1609780958079	"2000"	"4"	"17"	"1724"	0	"2111"	-6	"AA"	"2028"	167	"DFW"	"FLL"	1119
1609781617213	"2000"	"4"	"12"	"1236"	-4	"1532"	-8	"AA"	"1041"	176	"EWR"	"MIA"	1086
1609781388537	"2000"	"7"	"16"	"2212"	157	"2321"	160	"US"	"1700"	69	"CMH"	"DCA"	322
1609781539656	"2000"	"7"	"14"	"219"	169	"331"	171	"DL"	"796"	72	"ATL"	"RDU"	356
1609781516137	"2000"	"1"	"11"	"1046"	6	"1508"	58	"CO"	"153"	442	"EWR"	"SFO"	2565
1609781180329	"2000"	"5"	"27"	"1043"	-2	"1824"	3	"DL"	"2198"	281	"LAX"	"MCO"	2217
1609781219370	"2000"	"4"	"29"	"1427"	2	"1707"	-4	"CO"	"1832"	160	"IAH"	"MSP"	1034
1609781335487	"2000"	"6"	"20"	"1741"	56	"1859"	76	"TW"	"316"	78	"CID"	"STL"	228
1609781384034	"2000"	"7"	"25"	"918"	-2	"1419"	2	"AA"	"554"	181	"LAX"	"AUS"	1242
1609781375527	"2000"	"1"	"12"	"2013"	-2	"2249"	-15	"CO"	"181"	156	"EWR"	"MCO"	938
1609781408053	"2000"	"9"	"3"	"1704"	44	"1915"	79	"US"	"797"	131	"MCO"	"CLT"	468
1609781664248	"2000"	"4"	"11"	"1311"	-4	"1507"	40	"UA"	"651"	176	"EWR"	"ORD"	719
1609781439077	"2000"	"4"	"24"	"1254"	24	"1650"	19	"AA"	"480"	176	"DFW"	"DCA"	1192
1609781221874	"2000"	"7"	"17"	"1851"	51	"2034"	63	"UA"	"673"	163	"LGA"	"ORD"	733
1609781195846	"2000"	"12"	"3"	"1754"	14	"1943"	-17	"WN"	"461"	229	"MSY"	"SAN"	1599
1609781356010	"2000"	"3"	"12"	"936"	21	"1247"	37	"DL"	"790"	131	"DFW"	"ATL"	732
1609781420563	"2000"	"4"	"30"	"1732"	2	"2335"	26	"UA"	"118"	243	"LAX"	"ORD"	1745
1609781436575	"2000"	"1"	"10"	"1252"	21	"1517"	14	"AA"	"2021"	205	"DCA"	"DFW"	1192
1609781305461	"2000"	"12"	"2"	"1150"	0	"1313"	-12	"WN"	"2046"	143	"TPA"	"MDW"	997
1609781052189	"2000"	"10"	"1"	"1604"	22	"1632"	23	"UA"	"1137"	88	"OMA"	"DEN"	472
1609781486116	"2000"	"1"	"27"	"809"	-1	NA	\N	"US"	"1034"	\N	"PHL"	"DFW"	1302
1609781093732	"2000"	"6"	"10"	"1046"	1	"1835"	-13	"DL"	"2198"	289	"LAX"	"MCO"	2217
1609781409054	"2000"	"7"	"10"	"1955"	40	"2230"	27	"DL"	"1067"	155	"BOS"	"ATL"	946
1609781243895	"2000"	"8"	"15"	"1527"	-3	"2012"	-8	"CO"	"1138"	225	"DFW"	"EWR"	1372
1609781659745	"2000"	"8"	"13"	"1319"	-1	"1715"	0	"DL"	"1670"	176	"DFW"	"PBI"	1103
1609781580187	"2000"	"7"	"24"	"1249"	1	"1724"	2	"AA"	"676"	215	"DFW"	"BDL"	1471
1609780972595	"2000"	"5"	"23"	"1552"	12	"2001"	6	"WN"	"504"	129	"PHX"	"TUL"	935
